Report Number,Offense Number,Related Reports,Date/Time Dispatched,Date/Time Arrived,Incident Type,Incident Code,Force Used,Offense,Crime Class,Offense Flags,Section,Disposition,Domestic Violence,Location Beat,Location Type,Suspect Races,Suspect Juvenile,Suspect Hospitalization,Date/Time Created,Date/Time Last Update
21341309,001,,2021-08-11 02:34:25,2021-08-11 02:34:25,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,874,Hwy/Street/Road/Alley/Sidewalk,Filipino,No,No,2021-08-11 02:34:25,2021-08-13 19:44:08
21341309,002,,2021-08-11 02:34:25,2021-08-11 02:34:25,,,No,DWOL-LICENSING,PM,None of these Apply,HRS 286-0102,Adult Not Arrested (To pros.),No,874,Hwy/Street/Road/Alley/Sidewalk,Filipino,No,No,2021-08-11 02:34:25,2021-08-13 19:44:08
21341317,001,,2021-08-11 02:23:51,2021-08-11 02:23:51,,,No,RECKLESS DRIVING,PM,None of these Apply,HRS 291-0002,Adult Arrested / Charged,No,766,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-11 02:23:51,2021-08-31 19:51:05
21341317,002,,2021-08-11 02:23:51,2021-08-11 02:23:51,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,766,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-11 02:23:51,2021-08-31 19:51:05
21341326,001,21416911,2021-08-11 03:01:27,2021-08-11 03:01:27,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,170,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-11 03:01:27,2021-09-30 14:59:38
21341316,001,,2021-08-11 02:32:44,2021-08-11 02:32:44,Destruction/Damage/Vandalism of Property,290,No,CPD 2,FC,None of these Apply,HRS 708-0821,Pending Further Development,No,154,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-11 02:32:44,2021-08-12 13:12:41
21341325,001,21341323,2021-08-11 02:31:39,2021-08-11 02:37:19,Murder & Non-negligent Manslaughter,09A,Yes,MURDER 1 ON LEO,M1,None of these Apply,HRS 707-0701,Open,No,570,Residence/Home,Samoan,No,Yes,2021-08-11 02:28:50,2021-10-27 08:51:38
21341266,001,"21341267,21341268",2021-08-10 22:36:30,2021-08-10 22:39:21,Simple Assault,13B,No,ASSAULT 3,MD,Domestic Relationship,HRS 707-0712,Adult Arrested / Charged,Yes - Non Intimate,653,Hotel/Motel/Etc,Black,No,No,2021-08-10 22:31:47,2021-08-16 11:44:07
21341339,001,,2021-08-11 03:34:20,2021-08-11 03:34:20,All Other Offenses,90Z,No,FRAUD USE PLATE,VL,None of these Apply,HRS 249-0011,Citation Issued,No,351,Hwy/Street/Road/Alley/Sidewalk,Samoan,No,No,2021-08-11 03:34:20,2021-08-11 06:23:14
21341161,001,21341162,2021-08-10 22:58:25,2021-08-10 22:58:25,All Other Offenses,90Z,No,STRUCTURE ON SIDEWALK,MD,None of these Apply,RO 29-08.01,Citation Issued,No,150,Hwy/Street/Road/Alley/Sidewalk,Samoan,No,No,2021-08-10 22:58:25,2021-08-11 05:09:49
21341346,001,,2021-08-11 03:39:14,2021-08-11 03:41:13,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,382,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-11 03:35:51,2021-08-17 12:33:53
21341373,001,,2021-08-11 04:51:21,2021-08-11 04:53:19,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,557,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 04:47:04,2021-09-08 08:48:18
21340172,001,,2021-08-10 08:53:54,2021-08-10 09:03:33,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,174,Store - Convenience,Hawaiian,Unknown,No,2021-08-10 08:47:34,2021-08-11 14:43:35
21341421,001,,2021-08-11 06:47:23,2021-08-11 06:47:23,All Other Offenses,90Z,No,FRAUD USE PLATE,VL,None of these Apply,HRS 249-0011,Citation Issued,No,765,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 06:47:23,2021-08-14 06:25:52
21192553,002,,,,All Other Offenses,90Z,No,TRO VIOLATION,MD,Domestic Relationship,HRS 586-0004,Prosecutors / Victim Kokua,Yes - Intimate,475,Abandon/Condemn Struc - Res,Black,No,No,2021-05-06 10:37:41,2021-09-07 13:38:19
21341415,001,,2021-08-11 06:18:30,2021-08-11 06:22:00,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,461,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-11 06:16:48,2021-09-09 08:13:29
21334404,001,,2021-08-06 09:10:32,2021-08-06 09:30:26,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Adult Complaint Withdrawn,No,876,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-06 09:06:02,2021-08-13 10:58:37
21341428,001,21341420,2021-08-11 06:14:42,2021-08-11 06:45:45,All Other Offenses,90Z,No,PARK RULES OTHER,PM,None of these Apply,RO 10-01.02,Citation Issued,No,856,Beach/Lake/Waterway,Hawaiian,No,No,2021-08-11 06:01:37,2021-08-13 09:50:14
21339950,001,"21339948,21339949",2021-08-10 04:47:33,2021-08-10 04:50:33,Destruction/Damage/Vandalism of Property,290,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,567,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-10 04:46:09,2021-11-05 12:54:44
21341422,001,,2021-08-11 06:29:36,2021-08-11 06:37:49,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,553,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 06:11:42,2021-09-17 08:29:46
21341460,001,,2021-08-11 07:24:18,2021-08-11 07:24:18,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,180,Shopping Mall,Unknown,Unknown,No,2021-08-11 07:22:14,2021-08-26 14:36:31
21341445,001,,2021-08-11 07:10:45,2021-08-11 07:10:45,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Arrested / Charged,No,154,Hwy/Street/Road/Alley/Sidewalk,Japanese,No,No,2021-08-11 07:10:45,2021-10-14 15:21:38
21341407,001,21334159,2021-08-11 06:16:38,2021-08-11 06:21:25,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,176,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-11 06:02:39,2021-08-24 08:16:42
21341399,002,,2021-08-11 06:08:48,2021-08-11 06:10:17,Trespass of Real Property,90J,Yes,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Adult Arrested / Charged,No,651,Hotel/Motel/Etc,Hawaiian,No,No,2021-08-11 06:06:05,2021-09-16 08:55:02
21341496,001,,2021-08-11 07:28:35,2021-08-11 07:39:44,Larceny / All Other Larceny,23H,No,THEFT 1,FB,None of these Apply,HRS 708-0830.5,Pending Further Development,No,865,Commercial/Office Building,Unknown,Unknown,No,2021-08-11 07:25:03,2021-10-08 15:08:07
21341461,001,,2021-08-11 06:54:53,2021-08-11 06:54:53,Motor Vehicle Theft,240,No,THEFT 1 - AUTO,FB,None of these Apply,HRS 708-0830.5,E.C. / Prosecution Declined,No,658,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-11 06:54:53,2021-10-18 10:39:48
21341461,002,,2021-08-11 06:54:53,2021-08-11 06:54:53,Stolen Property Offenses,280,No,UCPV 1ST,FC,None of these Apply,HRS 708-0836,Adult Arrested / Charged,No,662,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-11 06:54:53,2021-10-18 10:39:48
21341512,001,,2021-08-11 08:08:09,2021-08-11 08:08:09,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,865,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-11 08:05:40,2021-09-24 11:46:54
21341188,001,,2021-08-10 23:05:43,2021-08-10 23:07:02,All Other Offenses,90Z,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Open,No,875,Store - Department/Discount,Unknown,Unknown,No,2021-08-10 23:00:10,2021-08-12 07:17:25
21341489,001,21350448,2021-08-11 07:11:13,2021-08-11 07:19:50,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,478,Residence/Home,White,No,No,2021-08-11 07:04:04,2021-08-27 20:53:44
21341546,001,,,,All Other Offenses,90Z,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Pending Further Development,No,179,Hotel/Motel/Etc,Unknown,Unknown,No,2021-08-11 08:34:11,2021-08-16 12:01:25
21341491,001,21341483,2021-08-11 07:21:18,2021-08-11 07:30:19,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,456,Residence/Home,Unknown,Unknown,No,2021-08-11 07:20:08,2021-08-25 08:29:16
21341551,001,21341552,2021-08-11 08:39:24,2021-08-11 08:39:24,Liquor Law Violations,90G,No,INTOX. LIQUOR IN PUBLIC,PM,None of these Apply,RO 40-01.02,Citation Issued,No,272,Air/Bus/Train Terminal,White,No,No,2021-08-11 08:39:24,2021-08-11 09:53:28
21341551,002,21341552,2021-08-11 08:39:24,2021-08-11 08:39:24,All Other Offenses,90Z,No,SMOKING PROHIBITED,VL,None of these Apply,RO 41-21.02,Citation Issued,No,272,Air/Bus/Train Terminal,White,No,No,2021-08-11 08:39:24,2021-08-11 09:53:28
21341483,001,21341491,2021-08-11 07:21:18,2021-08-11 07:30:19,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,456,Residence/Home,Unknown,Unknown,No,2021-08-11 07:20:08,2021-08-13 09:51:56
21341552,001,21341551,2021-08-11 08:39:24,2021-08-11 08:39:24,Liquor Law Violations,90G,No,INTOX. LIQUOR IN PUBLIC,PM,None of these Apply,RO 40-01.02,Citation Issued,No,272,Air/Bus/Train Terminal,Unknown,No,No,2021-08-11 08:39:24,2021-08-11 09:54:44
21341598,001,,2021-08-11 08:55:30,2021-08-11 09:05:16,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Open,No,566,School - College/University,Unknown,Unknown,No,2021-08-11 08:51:33,2021-08-13 10:26:03
21341511,001,,2021-08-11 07:48:51,2021-08-11 07:52:44,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,167,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-11 07:46:37,2021-09-09 11:27:19
21341572,001,,2021-08-11 08:16:54,2021-08-11 08:40:21,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,363,Residence/Home,Unknown,Unknown,No,2021-08-11 08:13:46,2021-09-01 16:19:36
21334898,001,,2021-08-06 14:52:49,2021-08-06 14:52:49,Larceny / All Other Larceny,23H,No,THEFT 2 [PURSE WALLET ETC.],FC,None of these Apply,HRS 708-0831,Open,No,558,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-06 14:52:49,2021-10-13 16:14:24
21341576,001,,2021-08-11 08:42:55,2021-08-11 08:46:44,Motor Vehicle Theft,240,No,THEFT 2 - MOPED,FC,None of these Apply,HRS 708-0831,Open,No,661,Commercial/Office Building,Black,No,No,2021-08-11 08:36:26,2021-09-27 14:56:29
21341620,001,,2021-08-11 09:15:07,2021-08-11 09:21:41,All Other Offenses,90Z,No,STRUCTURE ON SIDEWALK,MD,None of these Apply,RO 29-08.01,Citation Issued,No,568,Hwy/Street/Road/Alley/Sidewalk,Filipino,No,No,2021-08-11 09:05:51,2021-08-11 11:46:21
21341508,001,,2021-08-11 08:03:33,2021-08-11 08:03:33,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Pending Further Development,No,478,Residence/Home,Unknown,Unknown,No,2021-08-11 08:03:33,2021-08-26 10:28:26
21341610,002,,2021-08-11 09:29:24,2021-08-11 09:29:24,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,FC,None of these Apply,HRS 708-8100,Pending Further Development,No,760,Park/Playground,Unknown,Unknown,No,2021-08-11 09:26:11,2021-10-27 08:34:27
21341614,001,21341639,2021-08-11 08:49:40,2021-08-11 08:51:49,Disorderly Conduct,90C,No,DISORD CONDUCT,PM,None of these Apply,HRS 711-1101,Adult Arrested / Charged,No,653,Parking/Drop Lot/Garage,,Unknown,No,2021-08-11 08:44:34,2021-09-28 23:36:16
21329070,001,,2021-08-02 11:46:33,2021-08-02 11:56:27,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Juvi Arrested / Charged,No,255,School - Elem/Middle/High,"White,Filipino",Yes,No,2021-08-02 11:44:50,2021-09-02 07:31:54
21341653,001,,2021-08-11 09:54:06,2021-08-11 09:54:06,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,658,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 09:49:05,2021-08-19 09:33:29
21341656,001,,2021-08-11 09:40:36,2021-08-11 09:52:47,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,772,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 09:15:39,2021-08-13 16:03:15
21341623,001,,2021-08-11 09:25:20,2021-08-11 09:25:23,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,660,Store - Convenience,Black,Unknown,No,2021-08-11 09:20:26,2021-09-13 13:31:34
21341682,001,,2021-08-11 09:57:00,,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Admin Closing,No,382,School - Elem/Middle/High,Unknown,Unknown,No,2021-08-11 09:49:13,2021-08-17 13:22:37
21341690,001,,2021-08-11 10:09:31,2021-08-11 10:09:31,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Juvi Arrested / Charged,No,870,Government/Public Bldgs,Micronesian,Yes,No,2021-08-11 10:09:31,2021-08-19 06:51:12
21341694,001,,2021-08-11 10:22:52,2021-08-11 10:26:47,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,161,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 10:19:45,2021-08-25 12:25:29
21341737,001,,2021-08-11 10:59:19,2021-08-11 10:59:19,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,381,Park/Playground,Unknown,Unknown,No,2021-08-11 10:55:58,2021-08-12 11:05:11
21341731,001,,2021-08-11 10:55:18,2021-08-11 10:55:18,All Other Offenses,90Z,No,URINATING/DEFECATING WITHIN OUTSIDE WAIKIKI,PM,None of these Apply,RO 40-24A.02,Citation Issued,No,176,Hwy/Street/Road/Alley/Sidewalk,Chinese,No,No,2021-08-11 10:55:18,2021-08-11 11:59:54
21341727,001,,2021-08-11 10:52:32,2021-08-11 10:52:33,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Adult Complaint Withdrawn,No,875,Park/Playground,Unknown,Unknown,No,2021-08-11 10:46:16,2021-09-07 08:43:13
21341747,001,,2021-08-11 10:28:32,2021-08-11 10:42:28,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Open,No,878,Residence/Home,Unknown,No,No,2021-08-11 10:21:35,2021-08-27 21:59:43
21341612,001,,2021-08-11 09:30:13,2021-08-11 09:30:13,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,478,Residence/Home,Unknown,Unknown,No,2021-08-11 09:30:13,2021-08-12 12:18:55
21341505,001,,2021-08-11 07:42:26,2021-08-11 07:59:37,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,363,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 07:13:50,2021-08-18 11:03:19
21341724,001,,2021-08-11 10:51:20,2021-08-11 10:51:20,All Other Offenses,90Z,No,FRAUD USE PLATE,VL,None of these Apply,HRS 249-0011,Citation Issued,No,765,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-11 10:51:20,2021-08-15 10:23:37
21341669,001,,2021-08-11 09:43:34,2021-08-11 09:45:14,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Adult Complaint Withdrawn,No,763,Residence/Home,Unknown,Unknown,No,2021-08-11 09:35:16,2021-10-11 10:51:21
21341624,001,"21341625,21341642,21341643,21341651",2021-08-11 09:32:10,2021-08-11 09:32:10,All Other Offenses,90Z,No,STRUCTURE ON SIDEWALK,MD,None of these Apply,RO 29-08.01,Citation Issued,No,566,Hwy/Street/Road/Alley/Sidewalk,Filipino,No,No,2021-08-11 09:32:10,2021-08-11 11:45:06
21341610,001,,2021-08-11 09:29:24,2021-08-11 09:29:24,Larceny / All Other Larceny,23H,No,THEFT/FORG CARD,FC,None of these Apply,HRS 708-8102,Pending Further Development,No,760,Park/Playground,Unknown,Unknown,No,2021-08-11 09:26:11,2021-10-27 08:34:27
21341800,001,,2021-08-11 11:30:48,2021-08-11 11:32:54,All Other Offenses,90Z,Yes,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Arrested / Charged,No,563,Store - Specialty,Hawaiian,No,No,2021-08-11 11:27:43,2021-10-27 17:17:17
21341695,001,,2021-08-11 10:10:24,2021-08-11 10:21:40,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,865,Commercial/Office Building,Unknown,Unknown,No,2021-08-11 10:07:54,2021-09-09 13:29:19
21341721,001,,2021-08-11 10:29:24,2021-08-11 10:34:56,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,553,Commercial/Office Building,Unknown,Unknown,No,2021-08-11 10:23:12,2021-08-24 10:07:22
21341769,001,,2021-08-11 11:08:46,2021-08-11 11:18:07,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,858,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-11 11:03:58,2021-08-25 10:24:29
21341100,001,,,,Trespass of Real Property,90J,No,TRESPASS ONTO STATE LAND,PM,None of these Apply,HRS 708-814.7,Citation Issued,No,174,Other/Unknown - Non Residence,Unknown,No,No,2021-08-10 21:47:07,2021-08-12 13:47:38
21341810,001,,2021-08-11 11:26:26,2021-08-11 11:40:14,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,776,Park/Playground,Unknown,Unknown,No,2021-08-11 11:22:36,2021-08-13 16:02:37
21329875,003,21327423,2021-08-03 02:47:14,2021-08-03 02:50:16,Stolen Property Offenses,280,No,UPCPI,FC,None of these Apply,HRS 708-0839.55,Adult Not Arrested (To pros.),No,171,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-03 02:42:57,2021-09-02 09:58:07
21329875,004,21327423,2021-08-03 02:47:14,2021-08-03 02:50:16,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Not Arrested (To pros.),No,171,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-03 02:42:57,2021-09-02 09:58:07
21341759,001,,2021-08-11 10:45:30,2021-08-11 10:48:54,Drug/Narcotic Violations,35A,No,PRO DET DRUG 3,PM,None of these Apply,HRS 712-1249,Adult Admin Closing,No,568,Store - Grocery/Supermarket,,Unknown,No,2021-08-11 10:39:32,2021-08-17 13:19:35
21341791,001,,2021-08-11 11:34:09,2021-08-11 11:34:10,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,551,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-11 11:31:08,2021-08-19 12:01:39
21341642,001,"21341624,21341625,21341643,21341651",2021-08-11 09:32:10,2021-08-11 09:32:10,All Other Offenses,90Z,No,STRUCTURE ON SIDEWALK,MD,None of these Apply,RO 29-08.01,Citation Issued,No,566,Hwy/Street/Road/Alley/Sidewalk,Samoan,No,No,2021-08-11 09:32:10,2021-08-12 09:51:16
21341849,001,,2021-08-11 11:52:06,2021-08-11 11:58:12,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Adult Complaint Withdrawn,No,768,Residence/Home,Unknown,Unknown,No,2021-08-11 11:46:48,2021-09-10 08:19:31
21341643,001,"21341624,21341625,21341642,21341651",2021-08-11 09:32:10,2021-08-11 09:32:10,Curfew/Loitering/Vagrancy Violations,90B,No,SIT/LIE PUB SIDEWALK - OUTSIDE WAIKIKI,PM,None of these Apply,RO 29-15A.2,Citation Issued,No,566,Hwy/Street/Road/Alley/Sidewalk,Samoan,No,No,2021-08-11 09:32:10,2021-08-12 09:52:47
21341805,001,,2021-08-11 11:04:58,2021-08-11 11:30:39,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,478,Residence/Home,Unknown,Unknown,No,2021-08-11 10:35:35,2021-09-27 16:30:21
21341672,001,,2021-08-11 10:05:17,2021-08-11 10:05:20,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,570,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-11 09:57:08,2021-08-11 13:16:22
21341651,001,"21341624,21341625,21341642,21341643",2021-08-11 09:32:10,2021-08-11 09:32:10,Curfew/Loitering/Vagrancy Violations,90B,No,SIT/LIE PUB SIDEWALK - OUTSIDE WAIKIKI,PM,None of these Apply,RO 29-15A.2,Citation Issued,No,566,Hwy/Street/Road/Alley/Sidewalk,Black,No,No,2021-08-11 09:32:10,2021-08-12 09:53:34
21341879,001,,2021-08-11 12:13:23,2021-08-11 12:13:23,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,768,Residence/Home,Unknown,Unknown,No,2021-08-11 12:13:23,2021-08-17 07:58:05
21341879,002,,2021-08-11 12:13:23,2021-08-11 12:13:23,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,768,Residence/Home,Unknown,Unknown,No,2021-08-11 12:13:23,2021-08-17 07:58:05
21341906,001,,2021-08-11 12:47:39,2021-08-11 12:47:39,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Arrested / Charged,No,179,Park/Playground,Hawaiian,No,No,2021-08-11 12:47:39,2021-11-09 14:09:56
21341915,001,,2021-08-11 12:54:21,2021-08-11 12:54:21,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Arrested / Charged,No,151,Park/Playground,Japanese,No,Yes,2021-08-11 12:54:21,2021-09-08 08:17:53
21341848,001,,2021-08-11 11:16:16,,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,262,Residence/Home,Unknown,Unknown,No,2021-08-11 11:09:31,2021-09-01 11:58:05
21341875,001,,2021-08-11 12:08:53,2021-08-11 12:14:33,Robbery,120,No,ROBBERY 1,FA,None of these Apply,HRS 708-0840,Pending Further Development,No,760,Hwy/Street/Road/Alley/Sidewalk,Micronesian,Unknown,No,2021-08-11 12:06:58,2021-08-25 12:06:17
21341867,001,,2021-08-11 11:58:00,,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,351,Hwy/Street/Road/Alley/Sidewalk,Samoan,No,No,2021-08-11 11:43:43,2021-09-28 15:48:46
21341919,001,,2021-08-11 12:44:09,,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,158,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-11 12:43:21,2021-08-12 13:12:54
